data_source_id,process_data_month,geography_name,product_name,category_type_name,disease_state_name,brand_name,channel_name,outlet_name,campaign_name,cost,planned_impressions,planned_clicks,planned_ctr,historical_avg_ctr,historical_conversion_rate,budget_utilization,seasonality_index,audience_reach_score,engagement_expectation,roi_category
DS029,2025-03,Canada,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Email,LinkedIn,Awareness Drive,54542.0,72671.0,5095.0,0.07011814973535428,0.04566240519773887,0.01746074041599417,,1.0363571772752966,0.8387821809211412,0.01099526973567137,Low
DS099,2025-07,Brazil,Risankizumab,Immunology,Psoriasis,Skyrizi,Display,LinkedIn,Awareness Drive,21411.0,264835.0,20241.0,0.07643139586937624,0.05180576168700178,0.030710054021099206,0.9350840423629312,1.0702760468157122,0.8676080596203861,0.022544297244262823,High
DS175,2025-02,Canada,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Display,Twitter,Early Diagnosis,30445.0,197718.0,11783.0,0.05959904276205075,0.08537777601609726,0.03220803246397849,0.8118602313424026,0.8967409163601807,0.5465513839029497,0.0638329454771996,Medium
DS029,2025-05,Germany,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Email,Facebook,Early Diagnosis,39855.0,242506.0,7595.0,0.03132242650048277,0.04230970820737455,0.038014313198910854,0.9386644568953224,1.142529716751237,0.702254063561095,0.06326620592565758,Medium
DS129,2025-03,Brazil,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Display,Twitter,Disease Education,22874.0,428480.0,12724.0,0.029697722845676826,0.09188433508216634,0.0342571623863836,,0.8405886171464129,0.8317508845540279,0.010303695030773122,High
DS156,2025-04,USA,Venetoclax,Oncology,Leukemia,Venclexta,Search,LinkedIn,Disease Education,31357.0,127505.0,7843.0,0.0615137118615616,0.07215690076020805,0.01897077237842239,0.8848716885390143,0.89489963499872,0.6626998490796339,0.05478948430708146,Low
DS001,2025-10,UK,Risankizumab,Immunology,Psoriasis,Skyrizi,Social Media,Facebook,Early Diagnosis,56214.0,306687.0,7857.0,,0.049417264244754684,0.020608094707269018,0.6975958573516334,1.1892042219009782,0.6965488623333802,0.0635227933106268,Low
DS079,2025-04,India,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Social Media,Facebook,Therapy Promotion,40746.0,410032.0,22393.0,0.05461423307758155,0.05940141550550912,0.01780971951192178,0.888980846104602,0.9123089449763423,0.5121579832157269,0.04872833775443007,Low
DS018,2025-09,France,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Search,Twitter,Therapy Promotion,28589.0,355628.0,13077.0,0.03677362050780551,0.09067952178130072,0.039908750955896556,0.9812287388095813,0.9323001218682054,0.776382483417745,0.0443375481502503,High
DS141,2025-03,UK,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Email,Instagram,Disease Education,10190.0,191564.0,8257.0,0.043105863716115515,0.08809093372134856,0.022676880206251106,0.6677970986744369,1.02272050498334,0.9680773870803905,0.051761787800498386,High
DS194,2025-04,Canada,Venetoclax,Oncology,Leukemia,Venclexta,Email,Twitter,Early Diagnosis,46631.0,122991.0,7412.0,0.06026861100944303,0.04869174250369311,0.02016654596278955,0.7181162353675755,0.9290203056954403,0.9243348974623372,0.018197279886521728,Low
DS113,2025-09,Germany,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Search,Instagram,Awareness Drive,15801.0,200262.0,9049.0,0.04518685138677659,0.040496555487556644,0.034460548434627224,0.6326376721600961,0.8020739451095947,0.813947207474318,0.021656437210722537,Medium
DS087,2025-01,Brazil,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Search,LinkedIn,Patient Support,16655.0,287549.0,19480.0,0.06774756016616607,0.09120042734540532,0.02351980627406143,0.7502331810559776,0.8375927759363476,0.789140070498087,0.012156536427804525,High
DS002,2025-02,Canada,Elagolix,Women's Health,Endometriosis,Orilissa,Social Media,Instagram,Awareness Drive,59726.0,334821.0,18565.0,0.055449995634140645,0.022440019995123954,0.011493927549968577,0.9290402242638633,0.9440762565645051,0.5635302563259423,,Low
DS009,2025-06,India,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Search,Google,Therapy Promotion,13051.0,426836.0,20247.0,0.04743590969682371,0.08736184600095852,0.01777520135979492,0.7645415620226714,1.0798048843068775,0.5691765462089007,0.01796472533457819,High
DS055,2025-09,USA,Elagolix,Women's Health,Endometriosis,Orilissa,Email,Instagram,Therapy Promotion,27019.0,272866.0,18476.0,0.06771117168612222,0.04166658010096594,0.027558856828225446,,0.8101402973661831,0.9813242073389625,0.06015880723073236,High
DS105,2025-04,India,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Email,Google,Therapy Promotion,44699.0,124740.0,2930.0,0.023491615730506617,0.09321709821011845,0.02769408918924418,0.6959149436629612,0.8375493160325167,0.5914329985536537,0.06607683984038258,Low
DS106,2025-08,France,Elagolix,Women's Health,Endometriosis,Orilissa,Social Media,Twitter,Awareness Drive,13343.0,456716.0,29354.0,0.06427381500174612,0.06434832420091205,0.03446882984937409,0.7678400249711159,0.899092395800463,0.6779863393256308,0.055470766627862156,High
DS016,2025-07,Canada,Venetoclax,Oncology,Leukemia,Venclexta,Social Media,Instagram,Patient Support,19435.0,497556.0,12762.0,0.025649419296113606,0.044913064751303536,0.04918042114486035,0.6701321079557354,0.8068644407327001,0.8816822115019555,0.058414778623046774,High
DS049,2025-09,Germany,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Email,Instagram,Early Diagnosis,47220.0,338790.0,7752.0,0.022883535451822024,0.09593165852731088,0.045467215491921904,0.7043574493366855,0.806121816116154,0.9667181540397415,0.04006239303491556,Low
DS119,2025-04,France,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Email,LinkedIn,Awareness Drive,26364.0,447827.0,25504.0,0.056951069863394835,0.09551132836486058,0.047770063885006694,0.9468795734220015,1.0545614389784044,0.9004746473411999,0.05063010054297891,High
DS013,2025-09,France,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Social Media,Instagram,Patient Support,45195.0,403824.0,19179.0,0.047495173429491,0.06364934314527479,0.047658592351061006,0.7544410551203097,1.1844762255295658,0.9526753209780319,0.021747468087357787,High
DS105,2025-08,Germany,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Email,Facebook,Patient Support,30491.0,315517.0,6655.0,0.021093309539092983,0.02755543686047427,0.03732027093665428,0.6284754593840916,0.9275902521175046,0.9224376554847273,0.011396316144149552,Medium
DS098,2025-01,Germany,Venetoclax,Oncology,Leukemia,Venclexta,Email,Google,Therapy Promotion,51576.0,53267.0,3279.0,0.06157342152151636,0.04786692835625579,0.047465926074228296,0.6156745306702585,0.9671784126862315,0.9837902757601238,0.042878312994885245,Low
DS179,2025-09,Canada,Elagolix,Women's Health,Endometriosis,Orilissa,Email,Instagram,Patient Support,28888.0,164352.0,10501.0,0.0638988653179784,0.030215178353797247,0.020000657968644187,0.8322176049375639,1.1468466428838888,0.7809333460718868,0.02431581158742041,Low
DS076,2025-04,India,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Social Media,Twitter,Early Diagnosis,53286.0,464568.0,19820.0,0.042663733170577686,0.06274619788244508,0.02986244762732311,0.7558472344876814,0.9190540698037244,0.5499924435809317,0.013209117804842135,High
DS015,2025-01,Brazil,Risankizumab,Immunology,Psoriasis,Skyrizi,Search,Facebook,Disease Education,46939.0,109163.0,8405.0,0.0770037180230483,0.09604857175500449,0.032937515524931446,0.8527348848679197,0.9793782087913279,0.6466053858490323,0.029719872722194958,Low
DS021,2025-03,India,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Social Media,Twitter,Patient Support,31972.0,372710.0,24926.0,0.06687776302827216,0.02907716816139584,0.047237164227491704,0.9896992834137641,1.1983724968121316,0.527935577338675,0.054222133407460536,High
DS104,2025-02,Brazil,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Social Media,LinkedIn,Awareness Drive,16801.0,229208.0,15056.0,0.06569063790304833,0.06945744506530088,0.01404490704491161,0.633642722445999,1.080387652583648,0.5363815031820968,0.05931160355742138,High
DS108,2025-10,Brazil,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Display,Google,Patient Support,27924.0,569332.0,19353.0,0.03399368434547167,0.06650443337814259,0.044525540879560156,0.9521439874553668,0.8946740774728316,0.9538468531742732,0.045513324329277065,High
DS172,2025-06,USA,Venetoclax,Oncology,Leukemia,Venclexta,Email,Instagram,Early Diagnosis,45909.0,69870.0,3416.0,0.048900019277846915,0.05023900720978036,0.03820337457186639,0.6994896617721151,0.9321010116076394,0.7172259222441357,0.025220930432388326,Low
DS118,2025-06,France,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Social Media,YouTube,Disease Education,40355.0,501015.0,13553.0,0.027051574806626292,0.07193682416928508,0.03984179517061693,0.8333475060388639,1.1848690193898168,0.6874352897618521,0.027142725176911645,Medium
DS145,2025-02,India,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Search,LinkedIn,Early Diagnosis,27312.0,292804.0,22778.0,0.07779335236643668,0.020972357975185308,0.04879515306830556,0.6172639647802304,1.1564572454792283,0.76385055454315,0.06957788776715802,High
DS034,2025-06,India,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Display,Google,Patient Support,35826.0,473570.0,37013.0,0.07815815213714594,0.06184782753361191,0.0351759455254105,0.8782994755938469,0.9818164259071093,0.8137790400420317,0.04505885871538602,High
DS113,2025-09,Canada,Venetoclax,Oncology,Leukemia,Venclexta,Social Media,Twitter,Disease Education,51430.0,205576.0,15400.0,0.07491526050014638,0.0966961925926277,0.012314555910308295,0.7578087194432519,0.8427024263743538,0.6678300323984816,0.020180794233733933,Low
DS077,2025-02,USA,Venetoclax,Oncology,Leukemia,Venclexta,Social Media,Facebook,Disease Education,46487.0,396809.0,13397.0,0.033763684742296976,0.04127503399713912,0.024413803808210732,0.703979945141705,0.9812963387315324,0.5161579755548252,0.026785810430136746,Medium
DS040,2025-05,UK,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Search,Twitter,Early Diagnosis,37532.0,215421.0,5293.0,0.02457202277594979,0.09524254617083068,0.02666556230953917,0.8324650484723305,1.1676706207342238,0.5413742100176531,0.06259968915554756,Low
DS053,2025-05,Brazil,Risankizumab,Immunology,Psoriasis,Skyrizi,Display,Facebook,Awareness Drive,47892.0,575303.0,24500.0,0.042587802012682974,0.08484426646254664,0.04949104517259778,,1.0376522861408541,0.6904454283155108,0.0681948638688762,High
DS163,2025-07,France,Venetoclax,Oncology,Leukemia,Venclexta,Social Media,Facebook,Early Diagnosis,31168.0,201456.0,9694.0,0.048121589587698216,0.05318556018701322,0.02093628287722825,0.6225501986603709,1.1458889505020213,0.9064505045650388,0.06998306039716784,Low
DS198,2025-03,Canada,Venetoclax,Oncology,Leukemia,Venclexta,Search,Twitter,Therapy Promotion,25106.0,100612.0,5544.0,0.05510897193952832,0.07808966752574785,0.04028324808169824,0.7511402197103145,0.8964339329318528,0.6025226642532624,0.02508654637070791,Low
DS142,2025-07,Brazil,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Social Media,Facebook,Patient Support,31949.0,251152.0,15144.0,0.0603020410643514,0.06945025923663167,0.02432650872131362,0.6454230368798516,1.0686292782371198,0.7601538504518967,0.056339103504138364,High
DS140,2025-01,France,Venetoclax,Oncology,Leukemia,Venclexta,Search,YouTube,Patient Support,42049.0,175917.0,12771.0,0.0725992161595007,0.05227862929699176,0.01536060913802563,0.6115130705253355,1.1020549022694475,0.8101547756767323,0.05224478608595342,Low
DS011,2025-05,UK,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Display,Instagram,Patient Support,25781.0,377359.0,7876.0,0.020872679940072917,0.04804700470452776,0.033596707474185326,0.756897618039893,0.9749899688094916,0.9520793472468743,0.030895328021398022,High
DS171,2025-02,UK,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Email,LinkedIn,Patient Support,41703.0,354462.0,15522.0,0.04379256693927621,0.06976693601822988,0.04449454834986981,0.9798082494630569,0.8588293923716153,0.9632938125807472,0.03952697758477229,High
DS061,2025-03,France,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Email,Facebook,Patient Support,46932.0,273777.0,15673.0,0.057248341065325475,0.047793072658033134,0.018365231643140568,0.8318599737886954,0.936625284182618,0.7686317083570351,0.037607149539014326,Low
DS189,2025-06,France,Risankizumab,Immunology,Psoriasis,Skyrizi,Search,Google,Patient Support,16238.0,74071.0,2281.0,0.030804036340957915,0.07572011729816631,0.026466448574301124,0.9497270419417668,1.0060944219456844,0.9865551746350522,0.04611612373245762,Low
DS180,2025-02,Germany,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Email,Instagram,Patient Support,33954.0,107108.0,3227.0,0.030136103784329873,0.04228722712255669,0.017080419371069872,0.6354810135028223,0.8482543484402404,0.7303893840163629,0.02238002310434755,Low
DS118,2025-06,UK,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Search,Facebook,Patient Support,52928.0,141865.0,8713.0,0.06142368971776192,0.023144971187287915,0.04197641595636171,0.8511601557963631,0.8327036127795489,0.9367893120533886,0.0652523440319088,Low
DS103,2025-06,UK,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Display,Google,Disease Education,14432.0,145257.0,10472.0,0.0720980664221352,0.026761360614454555,0.03389112329021722,0.9945027983467261,1.014636258394933,0.9620208795537166,0.02416699198704426,High
DS103,2025-09,UK,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Social Media,Google,Patient Support,18150.0,117661.0,5618.0,0.04775208296798887,0.07979767505070053,0.011467328115623916,0.7009747777376083,1.085339834353821,0.9476034188435997,0.04070064652693997,Low
DS149,2025-05,India,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Email,Google,Early Diagnosis,50441.0,282003.8,5703.0,0.026292149991948854,0.07899241648750553,0.017291355139038324,0.8255860368075345,1.1362839943511724,0.5446021643560282,0.04212013384093141,Low
DS112,2025-10,Brazil,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Email,LinkedIn,Patient Support,49056.0,421923.0,20437.0,0.04843819648583337,0.04840834426234438,0.03595291361166304,0.7918328407017001,1.0336797938856677,0.8684112376974564,0.04346453595702625,High
DS066,2025-01,Canada,Risankizumab,Immunology,Psoriasis,Skyrizi,Social Media,LinkedIn,Disease Education,25728.0,73275.0,2026.0,0.027654818167733825,0.042702072463897955,0.024523291855945404,0.8583668965326405,1.0283113218675648,0.6780483629489231,0.06919091492757878,Low
DS176,2025-04,UK,Risankizumab,Immunology,Psoriasis,Skyrizi,Social Media,Twitter,Early Diagnosis,37285.0,166421.0,6976.0,0.04192140918044346,0.059024784064699035,0.04403270071344585,0.6351550498160575,1.1223459546964574,0.5278267446784877,0.0605388421178909,Medium
DS160,2025-06,Canada,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Display,LinkedIn,Early Diagnosis,34818.0,590677.0,25913.0,0.0438713359427445,0.09755763466202952,0.04462028503575921,0.9268288283797119,0.903161130817976,0.585443793695033,0.05011859319546586,High
DS171,2025-07,UK,Risankizumab,Immunology,Psoriasis,Skyrizi,Display,LinkedIn,Patient Support,20954.0,391383.0,19020.0,0.048597169047584717,0.08708660469620999,0.018203102405978364,0.9871976266016937,1.0843809915346994,0.5997534636691599,0.054174831021909294,High
DS050,2025-07,Canada,Risankizumab,Immunology,Psoriasis,Skyrizi,Search,LinkedIn,Disease Education,12048.0,154537.0,10209.0,0.06606677008657033,0.026983214367174036,0.030244158254373883,0.9728057369027736,0.9282568768638058,0.7969415487789494,0.03215382889059377,High
DS078,2025-07,Brazil,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Display,Google,Patient Support,26644.0,453081.0,35973.0,0.07939761394339671,0.045788307597977834,0.042394977834185395,0.7018562619055055,1.0726010888895716,0.8801139299448433,0.04573832443647066,High
DS111,2025-10,Brazil,Elagolix,Women's Health,Endometriosis,Orilissa,Display,YouTube,Therapy Promotion,42293.0,479474.0,19625.0,0.040932095992579715,0.09436233153982607,0.043224776311509165,0.986010764266605,0.8497188893942179,0.8654337376018222,0.06630042740926227,High
DS114,2025-04,Brazil,Risankizumab,Immunology,Psoriasis,Skyrizi,Search,Twitter,Awareness Drive,18162.0,436594.0,33000.0,0.07558696541538266,0.07772772406010217,0.011923785758563508,0.912605792700566,1.1311763548709968,0.8752509623826568,0.05797222785517094,High
DS073,2025-09,Canada,Elagolix,Women's Health,Endometriosis,Orilissa,Display,Facebook,Patient Support,31204.0,589812.0,40622.0,0.06887448321388293,0.07321577765569601,0.030922616990764776,0.743532193649401,1.1508802163252434,0.6962225537113177,0.058995966368294635,High
DS173,2025-05,USA,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Search,Facebook,Awareness Drive,39287.0,89711.0,4284.0,0.04776078714017638,0.044110229933131365,0.03990437520705004,0.8010881560369917,0.892885078058727,0.9497872866372843,0.033033473282392686,Low
DS063,2025-08,Brazil,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Email,YouTube,Disease Education,46455.0,142263.0,8173.0,0.05745427975483952,0.029351843256669126,0.04759328494453901,0.851083221228567,0.9339622458628345,0.5696360363316937,0.05764151135621776,Medium
DS050,2025-07,Germany,Risankizumab,Immunology,Psoriasis,Skyrizi,Search,Instagram,Awareness Drive,15408.0,109379.0,7053.0,0.06448765466834272,0.06585206794059109,0.04990770463695374,,1.0827921844973836,0.8892859695253755,0.01858767913290818,High
DS193,2025-02,France,Risankizumab,Immunology,Psoriasis,Skyrizi,Search,Instagram,Disease Education,42265.0,415060.0,30135.0,,0.0473665398972726,0.042850292186880516,0.6442526947820829,1.1385809166938072,0.5637443311659912,0.03383723743362204,High
DS119,2025-01,Brazil,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Social Media,YouTube,Patient Support,30103.0,114772.0,5644.0,0.04918144891973647,0.05271641416683946,0.040875279223929806,0.6048812289272177,1.0393770804820908,0.7827541736614869,0.052970744483977136,Low
DS119,2025-09,Brazil,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Display,YouTube,Disease Education,44884.0,438349.0,32660.0,0.0745070336800177,0.06667134358128964,0.026034056670545598,0.784802321457653,1.1789133358447261,0.5766757015580402,0.04517378992100784,High
DS185,2025-09,Germany,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Email,Instagram,Therapy Promotion,36215.0,280203.0,15573.0,0.055577774315529294,0.028177013138015967,0.046750020890429865,0.9160338548496347,0.809209041915055,0.825683605494123,0.056274800111184284,High
DS116,2025-05,France,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Display,LinkedIn,Therapy Promotion,54409.0,367320.0,16693.0,0.045447840278143165,0.07891553884997783,0.047374680590760596,0.9702274051627106,0.9803357485616528,0.5566190229203776,0.06909047193774008,High
DS161,2025-04,UK,Risankizumab,Immunology,Psoriasis,Skyrizi,Social Media,Twitter,Early Diagnosis,57523.0,429862.0,32347.0,0.07525051295704234,0.08959170896497026,0.030753522285042884,0.8365101742979717,0.9596010815480521,0.5273808194110157,0.030111834498754056,High
DS061,2025-05,UK,Venetoclax,Oncology,Leukemia,Venclexta,Social Media,Instagram,Patient Support,46980.0,63224.0,1697.0,0.026856038003341264,0.05316036673629021,0.04454072562451828,0.969184092719394,0.9862800489275253,0.7404184890445368,0.06510728349635807,Low
DS060,2025-07,Canada,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Search,Facebook,Therapy Promotion,55994.0,251579.0,18809.0,0.07476496777274773,0.03985811542057215,0.03310527816366189,0.6662053269711895,0.813551664098638,0.6557365855663787,,High
DS105,2025-06,Brazil,Risankizumab,Immunology,Psoriasis,Skyrizi,Email,Facebook,Patient Support,29097.0,197313.0,11801.0,,0.03424287734958011,0.04844281269877821,0.6594650911012452,0.9658496494908095,0.5426748340393219,0.06981245511075684,High
DS108,2025-07,France,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Social Media,LinkedIn,Therapy Promotion,30806.0,576047.0,13839.0,0.024024588643305648,,0.01839622372382343,0.9592217157762855,0.8820558561928029,0.5953438603318333,,Low
DS123,2025-01,UK,Venetoclax,Oncology,Leukemia,Venclexta,Email,YouTube,Disease Education,17311.0,270178.0,6468.0,0.023942518365701142,0.08204220933560084,0.028131553389921106,0.809756107731032,0.9763050987752913,0.700381530437663,0.04357841987849308,Medium
DS192,2025-09,France,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Search,YouTube,Patient Support,22342.0,352950.0,23010.0,0.06519477324484704,0.04178414837762395,0.045897216392755374,0.8106313866637175,1.1202999085944483,0.9894657178079806,0.06038733156739424,High
DS070,2025-07,Germany,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Email,Google,Therapy Promotion,25708.0,159575.0,3450.0,0.021625759550209008,0.037757772954635956,0.01924299186352286,0.8687570974394914,0.8078842151017457,0.552054290992287,0.05799496512239137,Low
DS186,2025-03,France,Risankizumab,Immunology,Psoriasis,Skyrizi,Search,LinkedIn,Disease Education,49986.0,397739.0,13638.0,0.03429096686280359,0.027955311420747614,0.019726887639978166,0.8889067727422637,1.1422785872425143,0.9151099322834958,0.03383101177710729,Medium
DS007,2025-07,Brazil,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Social Media,Facebook,Therapy Promotion,31389.0,116358.0,8584.0,0.07378014911126718,0.021040153880858885,0.013420341234178724,0.6831545020584109,0.8106128815495279,0.5907177175448987,0.044982493658181535,Low
DS035,2025-08,USA,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Display,YouTube,Early Diagnosis,18705.0,310910.0,17872.0,0.05748567626259507,0.04686926857198681,0.04300429325690639,0.7452236848780363,0.8136912443282117,0.9153272532826249,0.030711528692876536,High
DS055,2025-08,UK,Venetoclax,Oncology,Leukemia,Venclexta,Email,Google,Therapy Promotion,17083.0,170674.0,13126.0,0.0769071984177294,0.08108846353278086,0.015604527030658101,0.9473871903591651,0.9949724792998055,0.9472761134470458,0.05799131535683892,High
DS065,2025-02,Germany,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Social Media,Google,Patient Support,45954.0,77856.0,2812.0,0.036120641563096766,0.06333073717286936,0.03533912879304589,0.7031550741732809,0.8557424296291297,0.9174651183996496,0.06906413084221313,Low
DS167,2025-02,France,Elagolix,Women's Health,Endometriosis,Orilissa,Social Media,Facebook,Patient Support,21372.0,306609.0,11141.0,0.03633843959116213,0.02147125412379734,0.04657195226241996,0.6471004331560565,1.0306065902057013,0.637027610343603,0.04325068015094761,High
